configuration_id,TARGET_CLASS,criterion,Coverage,BranchCoverage,CBranchCoverage,Total_Branches,Covered_Branches,Covered_Branches_Real,Total_Goals,Covered_Goals;
CMX,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
CMX,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0,0.0,0.0,42,0,0,90,0
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
COVERAGE,org.saxpath.Axis,BRANCH;CBRANCH,1.0,1.0,1.0,54,54,54,110,110
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
CMX,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
COVERAGE,net.sourceforge.jwbf.mediawiki.actions.queries.TemplateUserTitles,BRANCH;CBRANCH,0.0111111111111111,0.0222222222222222,0.0,42,0,0,90,1
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8842975206611571,0.8822314049586777,0.8822314049586777,458,401,401,968,854
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8853305785123967,0.8842975206611571,0.8822314049586777,458,402,402,968,855
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8925619834710744,0.890495867768595,0.890495867768595,458,405,405,968,862
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8863636363636364,0.8863636363636364,0.8863636363636364,458,403,403,968,858
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8946280991735537,0.8925619834710744,0.8925619834710744,458,406,406,968,864
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8925619834710744,0.8925619834710744,0.8925619834710744,458,406,406,968,864
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8966942148760331,0.8946280991735537,0.8946280991735537,458,407,407,968,866
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8946280991735537,0.8925619834710744,0.8925619834710744,458,406,406,968,864
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8925619834710744,0.890495867768595,0.890495867768595,458,405,405,968,862
DEFAULT,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8884297520661157,0.8884297520661157,0.8884297520661157,458,404,404,968,860
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8677685950413223,0.8615702479338843,0.8615702479338843,458,391,391,968,834
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8636363636363636,0.859504132231405,0.859504132231405,458,390,390,968,832
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.871900826446281,0.8698347107438017,0.8698347107438017,458,395,395,968,842
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8739669421487604,0.871900826446281,0.871900826446281,458,396,396,968,844
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8636363636363636,0.8615702479338843,0.8615702479338843,458,391,391,968,834
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8677685950413223,0.8636363636363636,0.8636363636363636,458,392,392,968,836
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8698347107438017,0.8657024793388429,0.8657024793388429,458,393,393,968,838
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8636363636363636,0.8574380165289256,0.8574380165289256,458,389,389,968,830
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8677685950413223,0.8657024793388429,0.8657024793388429,458,393,393,968,838
CMX,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.6673553719008265,0.6735537190082644,0.6735537190082644,458,300,300,968,652
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8553719008264463,0.8533057851239669,0.8533057851239669,458,387,387,968,826
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8574380165289256,0.8533057851239669,0.8533057851239669,458,387,387,968,826
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8760330578512396,0.871900826446281,0.871900826446281,458,396,396,968,844
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8636363636363636,0.8574380165289256,0.8574380165289256,458,389,389,968,830
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.871900826446281,0.8657024793388429,0.8657024793388429,458,393,393,968,838
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.878099173553719,0.8760330578512396,0.8760330578512396,458,398,398,968,848
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8760330578512396,0.8657024793388429,0.8657024793388429,458,393,393,968,838
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8574380165289256,0.8553719008264463,0.8553719008264463,458,388,388,968,828
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.8739669421487604,0.871900826446281,0.8698347107438017,458,396,396,968,843
COVERAGE,com.werken.saxpath.XPathLexer,BRANCH;CBRANCH,0.6528925619834711,0.6549586776859504,0.6549586776859504,458,291,291,968,634
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,19,19,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,18,18,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,18,18,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,17,17,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,17,17,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,16,16,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,19,19,46,44
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,18,18,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,46,46
DEFAULT,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,19,19,46,44
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,18,18,46,46
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,19,19,46,46
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,0.9130434782608696,0.9130434782608696,20,18,18,46,42
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,19,19,46,46
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,19,19,46,46
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,18,18,46,44
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,46,46
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,0.9565217391304348,20,18,18,46,45
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,0.8695652173913043,20,13,13,46,43
CMX,jipa.Variable,BRANCH;CBRANCH,1.0,0.8695652173913043,0.8695652173913043,20,17,17,46,40
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,0.8695652173913043,0.8695652173913043,20,17,17,46,40
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,19,19,46,44
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,19,19,46,46
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,19,19,46,44
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,17,17,46,46
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,19,19,46,44
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,17,17,46,46
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,0.9565217391304348,0.9565217391304348,20,18,18,46,44
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,46,46
COVERAGE,jipa.Variable,BRANCH;CBRANCH,1.0,1.0,1.0,20,18,18,46,46
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8432835820895522,0.8432835820895522,0.8432835820895522,130,109,109,268,226
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.75,0.753731343283582,0.753731343283582,130,97,97,268,202
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8470149253731343,0.8507462686567164,0.8432835820895522,130,110,110,268,227
DEFAULT,jipa.Main,BRANCH;CBRANCH,0.8283582089552239,0.8432835820895522,0.8134328358208955,130,109,109,268,222
CMX,jipa.Main,BRANCH;CBRANCH,0.8432835820895522,0.8432835820895522,0.8432835820895522,130,109,109,268,226
CMX,jipa.Main,BRANCH;CBRANCH,0.8059701492537313,0.8059701492537313,0.8059701492537313,130,104,104,268,216
CMX,jipa.Main,BRANCH;CBRANCH,0.6791044776119403,0.6791044776119403,0.6791044776119403,130,87,87,268,182
CMX,jipa.Main,BRANCH;CBRANCH,0.8246268656716418,0.8283582089552238,0.8208955223880597,130,107,107,268,221
CMX,jipa.Main,BRANCH;CBRANCH,0.7089552238805971,0.7089552238805971,0.7089552238805971,130,91,91,268,190
CMX,jipa.Main,BRANCH;CBRANCH,0.7089552238805971,0.7089552238805971,0.7089552238805971,130,91,91,268,190
CMX,jipa.Main,BRANCH;CBRANCH,0.6940298507462687,0.6940298507462687,0.6940298507462687,130,89,89,268,186
CMX,jipa.Main,BRANCH;CBRANCH,0.8134328358208955,0.8134328358208955,0.8134328358208955,130,105,105,268,218
CMX,jipa.Main,BRANCH;CBRANCH,0.8171641791044777,0.8134328358208955,0.8059701492537313,130,105,105,268,217
CMX,jipa.Main,BRANCH;CBRANCH,0.6716417910447762,0.6716417910447762,0.6716417910447762,130,86,86,268,180
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,0.975609756097561,0.975609756097561,20,19,19,82,80
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
DEFAULT,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
CMX,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.8283582089552238,0.8283582089552238,0.8283582089552238,130,102,102,268,222
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.6529850746268657,0.6716417910447762,0.6343283582089553,130,86,86,268,175
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.7014925373134329,0.7164179104477612,0.6865671641791045,130,92,92,268,188
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.7313432835820896,0.7313432835820896,0.7014925373134329,130,94,94,268,192
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.8507462686567164,0.8507462686567164,0.8507462686567164,130,110,110,268,228
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.7313432835820896,0.7313432835820896,0.7313432835820896,130,94,94,268,196
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.705223880597015,0.7089552238805971,0.7014925373134329,130,91,91,268,189
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.6977611940298507,0.7014925373134329,0.6940298507462687,130,90,90,268,187
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.7201492537313432,0.7238805970149254,0.7164179104477612,130,93,93,268,193
COVERAGE,jipa.Main,BRANCH;CBRANCH,0.6529850746268657,0.6268656716417911,0.6194029850746269,130,80,80,268,167
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,0.975609756097561,0.975609756097561,20,19,19,82,80
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,0.975609756097561,0.975609756097561,20,19,19,82,80
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,0.926829268292683,20,20,20,82,79
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,0.975609756097561,0.975609756097561,20,19,19,82,80
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,0.926829268292683,20,20,20,82,79
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
CMX,jahuwaldt.plot.PlotAxis,BRANCH;CBRANCH,1.0,1.0,1.0,20,20,20,82,82
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
COVERAGE,apbs_mem_gui.Main,BRANCH;CBRANCH,0.0025773195876288,0.0025773195876288,0.0025773195876288,376,0,0,776,2
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
DEFAULT,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5925925925925926,0.5925925925925926,0.5925925925925926,26,15,15,54,32
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
CMX,net.sf.xisemele.impl.OperationsHelperImpl,BRANCH;CBRANCH,0.5555555555555556,0.5555555555555556,0.5555555555555556,26,14,14,54,30
